user,employee_name,department,job_title,date,login_count,night_logins,unique_pcs,usb_count,file_activity_count,file_deleted,file_copied,file_accessed,emails_sent,external_emails,email_attachments,http_requests,unique_urls,cctv_anomalies,access_card_anomalies,behavioral_score,anomaly_label,risk_score
USR08466,James Brown,IT,Consultant,2026-01-17,232,15,3,1,1086,58,163,865,19,2,2,592,144,11,1,58.48,1,74.5
USR08467,Maria Miller,Security,Analyst,2026-01-16,154,3,6,138,71,5,5,61,165,46,15,1847,192,8,4,31.61,1,72.53
USR08468,Maria Smith,Sales,Senior Developer,2026-01-15,105,3,6,37,101,3,18,80,51,9,13,442,35,13,8,80.47,1,59.69
USR08469,James Johnson,IT,Senior Developer,2026-01-14,148,10,2,65,856,79,40,737,140,16,32,689,69,7,7,67.46,1,71.14
USR08470,Robert Jones,Executive,Officer,2026-01-13,193,1,5,78,626,62,92,472,113,2,6,863,383,12,6,86.79,1,67.59
USR08471,David Johnson,Executive,Lead,2026-01-12,248,2,2,73,1113,58,136,919,120,18,1,931,381,10,4,86.96,1,67.0
USR08472,Lisa Rodriguez,Finance,Consultant,2026-01-11,45,0,8,138,183,14,13,156,165,4,6,1281,485,4,3,62.28,1,45.95
USR08473,Emily Smith,Sales,Lead,2026-01-10,49,2,1,50,108,7,14,87,186,10,31,686,183,10,1,40.61,1,51.58
USR08474,Emily Garcia,Legal,Officer,2026-01-09,229,2,4,95,1180,37,31,1112,192,11,12,1762,100,10,0,100,1,41.57
USR08475,Robert Smith,Engineering,Analyst,2026-01-08,187,9,6,133,746,21,97,628,38,9,3,1873,255,3,3,87.14,1,54.19
USR08476,Sarah Johnson,Operations,Analyst,2026-01-07,101,2,3,60,986,70,16,900,163,32,43,429,249,7,1,70.25,1,58.37
USR08477,David Johnson,Legal,Lead,2026-01-06,231,16,4,133,38,1,6,31,105,8,17,1606,241,4,7,31.76,-1,93.78
USR08478,Jennifer Jones,Sales,Coordinator,2026-01-05,204,8,3,50,631,36,101,494,168,27,13,1861,486,1,3,31.22,1,60.84
USR08479,Robert Miller,Sales,Officer,2026-01-04,219,16,6,5,61,7,7,47,83,22,9,1641,210,2,1,53.47,-1,64.91
USR08480,David Williams,Marketing,Coordinator,2026-01-03,136,0,3,18,391,32,8,351,184,37,45,1753,374,7,3,87.72,1,42.5
USR08481,John Martinez,Sales,Coordinator,2026-01-02,118,2,1,135,1155,68,205,882,186,5,49,970,209,2,6,80.7,1,59.57
USR08482,Michael Rodriguez,Finance,Officer,2026-01-01,50,0,5,124,519,13,69,437,126,35,14,148,116,11,0,87.32,1,68.23
USR08483,James Jones,Legal,Specialist,2025-12-31,233,4,2,72,754,88,30,636,88,32,19,1147,122,0,6,26.39,1,60.05
USR08484,Jennifer Smith,HR,Manager,2025-12-30,211,14,5,96,129,18,5,106,67,4,20,1558,146,14,2,48.87,1,77.55
USR08485,Robert Rodriguez,Finance,Manager,2025-12-29,144,10,2,90,191,5,7,179,45,6,13,1202,345,14,4,94.11,1,69.51
USR08486,Sarah Martinez,Security,Lead,2025-12-28,102,7,8,85,883,52,176,655,87,2,2,899,388,14,7,29.8,1,98.73
USR08487,John Davis,Executive,Officer,2025-12-27,114,7,8,67,989,80,141,768,176,17,15,135,67,2,5,25.4,1,75.61
USR08488,James Johnson,Executive,Specialist,2025-12-26,99,5,5,25,371,7,26,338,9,0,0,1991,86,0,5,46.55,1,33.64
USR08489,Sarah Miller,Engineering,Senior Developer,2025-12-25,45,0,8,41,996,73,81,842,137,1,11,1881,317,15,1,13.38,-1,82.43
USR08490,John Garcia,Sales,Officer,2026-01-23,147,1,4,97,307,9,58,240,132,2,26,1945,215,14,2,49.98,1,60.17
USR08491,Robert Smith,Executive,Analyst,2026-01-22,58,1,1,21,908,126,179,603,23,1,1,813,426,0,7,97.49,-1,64.07
USR08492,Maria Miller,Sales,Associate,2026-01-21,186,11,8,142,382,4,29,349,195,46,52,556,491,5,1,66.05,1,82.99
USR08493,John Smith,Security,Manager,2026-01-20,72,4,2,89,540,13,16,511,128,20,19,718,320,7,7,63.4,1,67.07
USR08494,David Smith,IT,Associate,2026-01-19,186,12,8,65,169,21,7,141,31,3,6,1061,342,13,1,51.61,1,71.52
USR08495,John Rodriguez,Finance,Director,2026-01-18,83,6,4,61,385,51,65,269,157,45,21,1764,469,12,4,87.59,1,76.12
USR08496,James Garcia,Sales,Coordinator,2026-01-17,72,3,5,22,723,79,123,521,17,0,3,1310,120,14,5,45.28,-1,85.78
USR08497,Sarah Miller,Marketing,Coordinator,2026-01-16,129,9,2,45,1058,46,106,906,149,31,43,1041,72,0,8,75.53,1,59.39
USR08498,Lisa Smith,Operations,Manager,2026-01-15,76,6,4,88,1171,49,89,1033,104,8,1,562,98,2,0,97.23,1,37.26
USR08499,Sarah Miller,Legal,Specialist,2026-01-14,248,19,1,123,1027,131,99,797,92,14,19,1627,142,10,4,86.06,-1,100
USR08500,Sarah Brown,IT,Officer,2026-01-13,93,7,6,40,778,98,108,572,93,25,0,1259,79,10,8,28.39,1,87.41
USR08501,Sarah Martinez,Finance,Analyst,2026-01-12,87,4,2,117,886,35,101,750,115,37,30,368,350,7,3,45.18,1,87.47
USR08502,Maria Williams,Engineering,Coordinator,2026-01-11,179,10,5,120,1023,54,150,819,117,0,24,1427,348,4,5,29.53,-1,92.02
USR08503,Jennifer Smith,Executive,Officer,2026-01-10,104,1,8,127,118,1,7,110,151,22,14,1741,104,11,2,50.43,1,58.4
USR08504,Robert Jones,Operations,Consultant,2026-01-09,60,4,7,59,515,24,93,398,109,24,26,1106,448,11,5,56.56,-1,90.27
USR08505,Jennifer Davis,IT,Lead,2026-01-08,141,2,6,90,509,31,98,380,111,31,0,1289,104,3,2,74.53,1,46.21
USR08506,Lisa Garcia,Executive,Lead,2026-01-07,170,6,8,91,784,108,123,553,11,0,3,1982,49,6,6,86.66,-1,75.74
USR08507,John Rodriguez,Engineering,Associate,2026-01-06,198,9,8,137,1013,50,41,922,39,7,5,567,237,3,3,54.79,-1,79.91
USR08508,Robert Johnson,Engineering,Specialist,2026-01-05,41,2,3,102,1094,53,179,862,181,61,31,396,199,13,7,45.27,1,100
USR08509,Michael Martinez,Operations,Lead,2026-01-04,210,11,6,22,781,6,126,649,97,24,2,1472,84,0,4,93.74,1,44.3
USR08510,James Miller,HR,Associate,2026-01-03,121,8,1,28,442,63,59,320,107,37,24,567,426,1,4,56.41,1,67.91
USR08511,Michael Miller,Operations,Specialist,2026-01-02,151,0,2,35,466,39,7,420,11,4,0,715,51,5,8,79.99,1,39.47
USR08512,James Williams,Finance,Lead,2026-01-01,60,2,5,58,628,86,123,419,135,9,23,829,150,15,1,28.5,1,75.25
USR08513,Emily Smith,Sales,Senior Developer,2025-12-31,244,17,6,42,311,13,51,247,157,58,37,1192,205,4,1,82.25,1,68.12
USR08514,Maria Williams,IT,Analyst,2025-12-30,186,5,2,72,246,11,39,196,106,34,0,1340,284,6,4,42.66,1,63.77
USR08515,Sarah Smith,Finance,Analyst,2025-12-29,240,10,5,76,1159,60,61,1038,49,0,2,1432,22,9,7,69.93,1,69.08
USR08516,Sarah Smith,Sales,Officer,2025-12-28,217,1,4,143,716,92,63,561,193,57,55,1521,245,7,2,25.95,1,79.61
USR08517,Emily Miller,Operations,Analyst,2025-12-27,181,8,5,123,1106,5,82,1019,52,19,4,364,337,11,4,64.92,-1,100
USR08518,Emily Garcia,Sales,Manager,2025-12-26,204,6,4,42,573,41,25,507,181,48,24,1788,126,15,2,22.78,1,83.03
USR08519,John Martinez,Security,Coordinator,2025-12-25,50,3,6,136,525,29,90,406,34,8,4,642,445,11,6,100,-1,90.94
USR08520,Jennifer Martinez,Engineering,Associate,2026-01-23,122,2,3,91,463,64,83,316,129,41,2,858,487,7,0,78.59,-1,78.81
USR08521,Robert Smith,Security,Associate,2026-01-22,120,7,6,99,1007,8,43,956,52,15,1,1700,453,6,4,78.46,1,57.72
USR08522,Emily Miller,HR,Consultant,2026-01-21,45,3,4,95,558,23,40,495,145,6,8,139,86,4,1,41.93,-1,68.91
USR08523,James Smith,Security,Officer,2026-01-20,53,4,6,9,259,27,51,181,139,26,18,1920,142,9,8,27.51,1,69.76
USR08524,Maria Smith,Security,Coordinator,2026-01-19,235,2,1,93,255,2,5,248,86,5,20,251,32,12,1,90.43,-1,59.71
USR08525,Sarah Martinez,IT,Consultant,2026-01-18,147,0,5,149,251,37,7,207,59,4,2,695,403,9,5,35.95,1,71.7
USR08526,Lisa Brown,Finance,Manager,2026-01-17,243,4,2,69,363,11,17,335,96,5,20,689,396,0,8,77.1,1,48.32
USR08527,John Williams,Executive,Officer,2026-01-16,238,17,6,119,600,82,108,410,45,2,5,1704,330,4,0,91.41,1,64.22
USR08528,Lisa Miller,HR,Manager,2026-01-15,120,5,1,120,206,29,25,152,89,2,3,1553,27,11,8,86.75,-1,79.77
USR08529,Robert Smith,Executive,Specialist,2026-01-14,69,5,6,104,166,15,2,149,25,8,6,824,210,0,6,69.4,1,44.76
USR08530,Emily Miller,Executive,Senior Developer,2026-01-13,67,2,6,61,728,75,30,623,104,18,15,1420,105,3,1,69.86,1,37.43
USR08531,John Rodriguez,Legal,Consultant,2026-01-12,77,4,3,76,360,15,54,291,148,34,9,1709,448,12,1,82.48,1,62.91
USR08532,Emily Jones,Marketing,Senior Developer,2026-01-11,68,1,1,16,309,35,54,220,169,32,50,734,22,3,7,61.03,1,46.96
USR08533,Michael Smith,Executive,Manager,2026-01-10,122,2,8,65,328,18,41,269,63,6,13,360,291,0,1,40.48,1,45.18
USR08534,James Davis,IT,Specialist,2026-01-09,235,6,4,119,936,94,96,746,190,14,19,1221,106,5,0,93.96,1,50.85
USR08535,Maria Smith,Engineering,Specialist,2026-01-08,150,8,3,13,1184,21,209,954,185,55,2,1008,121,14,4,58.75,1,90.57
USR08536,John Martinez,Operations,Lead,2026-01-07,240,16,3,66,76,3,1,72,121,15,15,1075,279,15,3,100,1,76.58
USR08537,Lisa Miller,Operations,Analyst,2026-01-06,241,1,6,135,212,25,35,152,117,3,30,1646,474,1,7,18.88,1,57.86
USR08538,James Brown,Legal,Manager,2026-01-05,219,0,7,128,601,71,61,469,121,46,33,941,487,6,4,7.88,1,84.36
USR08539,David Martinez,Operations,Analyst,2026-01-04,77,3,6,57,342,12,27,303,159,40,17,1477,439,6,7,61.61,1,64.34
USR08540,Sarah Johnson,HR,Senior Developer,2026-01-03,239,19,8,27,276,31,6,239,15,4,1,1821,49,5,6,44.67,-1,83.69
USR08541,Sarah Jones,Engineering,Lead,2026-01-02,243,16,1,130,897,34,113,750,131,2,36,578,464,6,3,100,1,80.99
USR08542,Jennifer Brown,Finance,Analyst,2026-01-01,87,2,8,78,645,28,65,552,65,0,5,824,79,8,2,25.56,1,53.61
USR08543,Sarah Jones,HR,Specialist,2025-12-31,63,5,2,67,1036,142,116,778,57,11,6,1957,29,8,2,38.0,1,67.81
USR08544,David Jones,Security,Officer,2025-12-30,86,2,1,35,540,55,18,467,71,13,12,261,26,0,7,39.0,1,43.8
USR08545,Emily Rodriguez,Marketing,Specialist,2025-12-29,60,2,6,12,636,31,111,494,11,1,0,503,34,15,4,44.3,1,63.98
USR08546,John Brown,IT,Officer,2025-12-28,150,4,4,22,946,26,93,827,20,5,1,1224,94,11,0,38.69,1,53.03
USR08547,James Smith,Executive,Officer,2025-12-27,65,5,1,136,1005,143,72,790,22,4,3,956,452,1,6,71.98,1,66.41
USR08548,Jennifer Rodriguez,Finance,Analyst,2025-12-26,79,1,3,34,490,55,34,401,69,10,8,1760,339,14,7,51.88,-1,84.54
USR08549,Michael Brown,Legal,Coordinator,2025-12-25,193,11,3,70,289,5,16,268,155,48,21,193,84,4,7,81.32,1,73.68
USR08550,John Miller,HR,Analyst,2026-01-23,48,3,5,49,28,2,4,22,115,46,29,343,320,8,2,17.21,-1,93.81
USR08551,Jennifer Garcia,Executive,Analyst,2026-01-22,194,9,7,37,936,67,76,793,81,18,24,818,386,11,1,65.12,1,72.6
USR08552,David Martinez,Legal,Associate,2026-01-21,140,6,7,120,656,29,58,569,73,7,7,1126,332,14,6,24.63,1,89.73
USR08553,Michael Martinez,IT,Officer,2026-01-20,125,10,3,21,956,92,33,831,115,27,26,1959,302,11,8,36.51,1,87.86
USR08554,Lisa Williams,Finance,Lead,2026-01-19,63,5,8,37,206,13,1,192,43,14,6,858,175,2,0,25.6,-1,54.39
USR08555,Robert Brown,Security,Associate,2026-01-18,121,0,8,27,236,0,39,197,158,29,31,1314,202,6,3,57.42,1,43.33
USR08556,James Williams,HR,Officer,2026-01-17,190,8,6,137,1095,53,211,831,18,4,1,644,52,14,4,87.58,1,83.63
USR08557,Maria Martinez,Marketing,Consultant,2026-01-16,92,7,7,21,438,25,31,382,141,48,7,1306,491,0,0,100,1,38.25
USR08558,Robert Garcia,Finance,Director,2026-01-15,149,0,1,137,916,118,122,676,13,5,1,161,91,12,0,59.98,1,74.68
USR08559,Sarah Johnson,Operations,Lead,2026-01-14,220,4,3,128,780,80,64,636,45,10,3,1352,487,4,8,34.59,1,75.93
USR08560,Jennifer Miller,Executive,Specialist,2026-01-13,131,2,2,4,1052,11,90,951,173,34,8,1615,379,15,7,40.93,1,80.33
USR08561,Maria Miller,IT,Director,2026-01-12,70,5,7,9,124,8,21,95,91,20,24,404,259,3,0,31.03,-1,63.88
USR08562,James Garcia,Executive,Specialist,2026-01-11,188,5,7,122,1033,111,41,881,166,49,37,1931,464,13,8,38.09,1,100
USR08563,Lisa Miller,Sales,Lead,2026-01-10,103,4,6,85,736,84,113,539,151,14,21,1081,415,11,2,82.44,1,68.97
USR08564,Michael Jones,Security,Associate,2026-01-09,44,1,5,7,117,15,8,94,77,1,0,1405,40,13,7,31.81,1,58.31
USR08565,Lisa Martinez,Engineering,Associate,2026-01-08,131,6,5,145,513,14,95,404,155,1,19,675,314,9,0,32.34,-1,86.39
USR08566,Emily Jones,Marketing,Associate,2026-01-07,207,7,2,78,252,20,50,182,154,46,32,1669,72,1,4,94.18,-1,63.63
USR08567,David Davis,HR,Consultant,2026-01-06,203,16,4,48,352,39,67,246,147,28,31,920,188,8,2,60.57,1,76.12
USR08568,Sarah Brown,Marketing,Specialist,2026-01-05,85,1,6,53,204,2,17,185,168,8,3,1735,25,12,3,65.23,-1,62.61
USR08569,Sarah Martinez,Marketing,Consultant,2026-01-04,245,6,6,138,814,108,27,679,48,12,12,1671,235,2,6,40.63,1,66.81
USR08570,James Brown,HR,Senior Developer,2026-01-03,156,1,5,21,37,0,4,33,160,61,18,1176,497,2,6,76.2,1,51.35
USR08571,John Garcia,Marketing,Director,2026-01-02,99,0,1,141,813,86,21,706,114,27,13,1867,116,9,8,81.38,-1,83.88
USR08572,James Rodriguez,Security,Officer,2026-01-01,130,6,4,99,956,106,69,781,150,15,38,1617,327,12,7,64.11,-1,99.71
USR08573,David Brown,Executive,Analyst,2025-12-31,43,1,1,1,774,35,79,660,128,9,3,1394,140,15,4,65.33,1,58.61
USR08574,Michael Williams,Operations,Manager,2025-12-30,176,9,3,146,53,5,8,40,47,17,4,404,353,7,0,30.85,1,79.36
USR08575,Michael Brown,Security,Officer,2025-12-29,72,4,2,7,779,5,14,760,191,26,34,1932,92,14,7,85.58,1,61.55
USR08576,Sarah Brown,Marketing,Officer,2025-12-28,115,9,6,97,1149,103,158,888,119,11,1,137,75,1,5,26.85,-1,96.28
USR08577,Robert Smith,HR,Manager,2025-12-27,195,5,4,94,149,22,9,118,198,37,14,632,134,4,7,60.33,1,64.36
USR08578,John Jones,Security,Coordinator,2025-12-26,147,2,4,11,1184,121,54,1009,157,28,32,1793,209,9,3,38.86,-1,78.37
USR08579,Michael Jones,Legal,Associate,2025-12-25,60,0,6,0,421,31,44,346,91,17,15,1143,82,5,5,80.51,1,35.4
USR08580,John Williams,Legal,Specialist,2026-01-23,247,17,4,64,1061,100,198,763,143,7,9,1352,368,15,8,17.25,1,100
USR08581,Maria Davis,Finance,Consultant,2026-01-22,91,0,3,22,682,2,51,629,33,5,0,1307,330,10,2,79.29,1,40.1
USR08582,David Garcia,Operations,Manager,2026-01-21,142,6,8,103,893,105,4,784,162,42,35,1302,307,11,5,29.08,1,90.91
USR08583,Lisa Smith,IT,Consultant,2026-01-20,78,0,2,38,740,73,92,575,134,5,1,991,81,4,8,21.66,-1,72.6
USR08584,James Jones,Operations,Analyst,2026-01-19,76,0,8,107,111,3,10,98,199,75,23,475,466,2,2,51.0,1,71.45
USR08585,David Garcia,Marketing,Analyst,2026-01-18,178,12,1,49,244,36,11,197,177,12,11,1890,22,4,5,79.94,1,52.1
USR08586,Jennifer Williams,Security,Senior Developer,2026-01-17,146,4,4,134,1156,89,99,968,72,25,10,1798,318,8,6,40.75,-1,97.9
USR08587,Jennifer Miller,Finance,Analyst,2026-01-16,218,14,6,36,802,54,65,683,58,20,13,1678,482,3,1,71.87,1,57.92
USR08588,Emily Miller,Engineering,Manager,2026-01-15,201,1,7,45,812,60,43,709,30,1,9,349,276,10,2,56.24,1,61.95
USR08589,David Rodriguez,HR,Associate,2026-01-14,139,4,4,26,275,14,20,241,11,0,0,1595,358,14,4,81.53,1,55.03
USR08590,Maria Johnson,Operations,Officer,2026-01-13,240,9,8,138,706,51,49,606,32,3,2,149,80,12,2,92.89,1,75.13
USR08591,Emily Davis,Security,Lead,2026-01-12,208,4,2,15,311,13,37,261,131,10,37,1288,317,2,8,100,-1,53.62
USR08592,Maria Garcia,Security,Associate,2026-01-11,70,1,2,114,926,90,13,823,61,16,6,421,226,9,6,63.31,1,73.3
USR08593,David Johnson,Security,Coordinator,2026-01-10,201,9,1,1,791,100,108,583,175,50,38,831,498,12,2,64.92,-1,100
USR08594,David Williams,Sales,Senior Developer,2026-01-09,72,5,3,51,576,8,104,464,168,34,31,1256,62,3,3,30.01,1,56.63
USR08595,Emily Smith,Engineering,Lead,2026-01-08,159,8,3,118,551,33,97,421,121,13,33,510,389,3,3,71.42,1,68.97
USR08596,James Smith,Finance,Senior Developer,2026-01-07,229,10,2,130,970,59,4,907,194,54,41,327,260,5,1,100,1,76.77
USR08597,John Jones,Legal,Manager,2026-01-06,82,0,5,88,187,22,1,164,195,31,0,1372,350,2,2,65.73,1,39.77
USR08598,Jennifer Johnson,Legal,Coordinator,2026-01-05,81,2,5,126,98,0,2,96,93,32,18,1577,347,2,6,99.57,-1,60.81
USR08599,David Miller,IT,Associate,2026-01-04,179,14,3,35,155,18,17,120,72,18,15,1330,353,13,3,41.62,1,81.25
USR08600,Sarah Smith,Operations,Analyst,2026-01-03,123,9,3,81,489,49,7,433,123,8,2,860,498,15,3,56.91,1,84.29
USR08601,Robert Brown,Legal,Analyst,2026-01-02,217,0,6,142,514,60,13,441,30,12,2,1199,174,13,7,48.49,1,76.28
USR08602,Michael Garcia,Sales,Officer,2026-01-01,224,2,3,96,755,111,40,604,83,22,1,809,322,0,7,89.83,1,53.92
USR08603,Jennifer Davis,Legal,Coordinator,2025-12-31,127,1,2,41,817,47,85,685,111,40,0,470,41,7,5,67.61,-1,73.45
USR08604,David Martinez,Legal,Officer,2025-12-30,118,2,6,118,1101,42,17,1042,9,0,1,1691,303,7,4,15.79,1,61.4
USR08605,Emily Martinez,Security,Officer,2025-12-29,188,12,5,64,120,3,15,102,137,21,30,1093,359,2,1,46.8,-1,70.03
USR08606,Lisa Miller,Operations,Senior Developer,2025-12-28,176,9,3,80,805,83,110,612,80,26,7,320,296,10,8,34.47,1,100
USR08607,Maria Martinez,Legal,Director,2025-12-27,182,13,7,26,563,38,76,449,40,12,5,321,68,11,5,46.74,1,80.0
USR08608,Maria Brown,IT,Associate,2025-12-26,98,1,2,3,855,13,8,834,151,19,26,1473,76,8,4,29.37,1,48.11
USR08609,Maria Smith,Security,Officer,2025-12-25,157,7,3,73,431,45,51,335,75,5,14,730,199,1,7,53.75,1,56.44
USR08610,Jennifer Brown,Executive,Consultant,2026-01-23,179,2,8,64,1177,87,3,1087,92,22,21,231,67,10,0,64.97,1,55.51
USR08611,James Martinez,Finance,Senior Developer,2026-01-22,53,0,3,144,868,45,76,747,16,4,3,528,220,9,7,81.65,-1,82.54
USR08612,James Brown,Finance,Specialist,2026-01-21,238,4,1,64,389,23,77,289,166,64,38,688,323,14,0,65.04,-1,97.33
USR08613,John Johnson,Security,Coordinator,2026-01-20,56,4,3,86,109,14,16,79,60,12,12,1366,247,13,6,21.65,1,77.5
USR08614,Maria Williams,Executive,Officer,2026-01-19,64,5,6,1,355,38,27,290,189,16,48,824,188,14,3,71.0,1,61.23
USR08615,Michael Smith,Sales,Consultant,2026-01-18,208,9,5,12,272,31,19,222,90,36,24,1418,280,5,4,94.13,-1,67.09
USR08616,Michael Jones,Marketing,Lead,2026-01-17,188,13,1,38,257,11,39,207,191,67,34,1651,34,7,4,52.76,1,78.42
USR08617,Emily Martinez,HR,Consultant,2026-01-16,64,2,6,100,653,22,42,589,50,16,11,926,134,0,8,93.93,1,42.08
USR08618,James Garcia,Finance,Lead,2026-01-15,203,16,8,123,740,92,9,639,149,35,8,1203,104,4,6,60.25,1,83.92
USR08619,David Williams,IT,Officer,2026-01-14,46,1,3,35,1097,160,13,924,79,22,19,1662,241,3,0,89.92,1,35.3
USR08620,James Davis,Operations,Officer,2026-01-13,79,4,2,37,182,1,33,148,112,16,18,1666,409,8,2,100,1,41.46
USR08621,Jennifer Garcia,HR,Coordinator,2026-01-12,139,10,4,23,459,45,73,341,18,0,0,309,126,11,0,33.18,-1,83.57
USR08622,James Garcia,Finance,Manager,2026-01-11,237,17,8,150,443,63,50,330,69,7,8,1281,283,3,5,80.91,1,74.56
USR08623,Maria Johnson,Engineering,Senior Developer,2026-01-10,188,6,2,55,1187,4,205,978,154,20,7,424,188,4,8,89.24,-1,83.12
USR08624,Sarah Williams,Operations,Associate,2026-01-09,52,3,1,134,676,48,28,600,55,21,11,1783,132,3,7,52.1,1,60.54
USR08625,Lisa Smith,Finance,Consultant,2026-01-08,114,4,1,113,387,45,42,300,42,16,10,1088,87,13,0,50.04,1,65.59
USR08626,Jennifer Davis,IT,Lead,2026-01-07,56,2,7,3,410,60,2,348,146,13,38,2000,161,15,8,54.95,-1,83.44
USR08627,Lisa Jones,Finance,Senior Developer,2026-01-06,160,6,4,27,144,0,17,127,93,16,3,970,232,13,1,69.11,1,56.48
USR08628,Jennifer Martinez,HR,Director,2026-01-05,221,15,6,44,1032,120,16,896,88,3,3,1042,439,5,7,27.56,-1,99.67
USR08629,James Brown,Security,Associate,2026-01-04,97,5,2,72,1199,59,147,993,181,68,52,1465,248,10,3,69.84,-1,98.76
USR08630,James Brown,Sales,Officer,2026-01-03,40,2,7,3,93,10,8,75,98,18,5,948,264,15,1,66.65,-1,69.17
USR08631,Lisa Williams,Operations,Associate,2026-01-02,119,4,5,57,1156,125,221,810,195,63,12,134,63,10,8,47.81,1,100
USR08632,John Miller,Sales,Associate,2026-01-01,106,5,7,126,521,78,96,347,165,60,6,227,118,3,2,79.44,-1,89.22
USR08633,David Rodriguez,IT,Consultant,2025-12-31,205,4,5,113,1011,107,42,862,128,2,16,1494,391,10,8,76.27,1,74.43
USR08634,Emily Jones,Operations,Lead,2025-12-30,44,2,4,70,712,34,78,600,51,13,1,411,82,1,7,69.39,1,47.24
USR08635,Michael Smith,Finance,Specialist,2025-12-29,246,10,5,5,791,61,78,652,91,9,14,161,118,2,5,40.53,-1,83.01
USR08636,Lisa Jones,HR,Analyst,2025-12-28,158,1,7,106,630,92,68,470,182,25,25,1265,380,10,5,50.67,1,76.45
USR08637,Michael Garcia,Finance,Manager,2025-12-27,232,3,4,0,164,17,28,119,170,35,14,626,495,3,1,45.42,1,52.69
USR08638,John Smith,Executive,Consultant,2025-12-26,196,6,2,86,999,42,9,948,121,39,17,1343,119,2,3,84.93,1,47.78
USR08639,Robert Rodriguez,Engineering,Officer,2025-12-25,145,4,3,87,359,49,23,287,5,2,1,1858,310,14,5,46.24,1,72.44
USR08640,John Garcia,Sales,Specialist,2026-01-23,164,5,8,123,511,57,7,447,105,34,4,1538,74,10,7,75.09,-1,89.64
USR08641,Sarah Miller,Executive,Director,2026-01-22,170,3,2,33,1118,100,135,883,119,18,6,578,244,11,7,42.86,1,84.67
USR08642,Sarah Garcia,Executive,Manager,2026-01-21,42,1,4,60,386,19,11,356,108,11,6,558,272,13,3,94.09,1,55.82
USR08643,John Johnson,Finance,Coordinator,2026-01-20,130,8,3,114,186,6,24,156,136,37,6,779,269,2,6,19.47,1,75.4
USR08644,Emily Davis,IT,Senior Developer,2026-01-19,169,5,3,111,847,76,148,623,100,34,21,473,320,13,3,43.37,1,100
USR08645,David Smith,Legal,Analyst,2026-01-18,233,8,4,109,1020,131,103,786,124,1,1,1781,72,15,6,67.18,-1,100
USR08646,Maria Johnson,Marketing,Manager,2026-01-17,108,1,6,11,534,74,6,454,110,6,13,1297,184,14,1,88.63,1,45.42
USR08647,John Johnson,Executive,Officer,2026-01-16,45,0,2,145,361,51,2,308,97,27,16,1451,198,15,3,58.92,-1,88.49
USR08648,Emily Rodriguez,IT,Manager,2026-01-15,113,2,2,0,338,41,3,294,24,8,2,503,379,9,6,83.04,1,57.12
USR08649,Maria Miller,Executive,Director,2026-01-14,160,7,6,134,381,52,11,318,89,5,5,1931,116,13,4,58.72,1,73.42
USR08650,Maria Jones,Security,Director,2026-01-13,187,10,6,10,794,99,99,596,51,1,0,143,111,0,0,64.71,-1,67.25
USR08651,Maria Martinez,Finance,Analyst,2026-01-12,215,12,6,103,1092,151,190,751,23,2,4,1205,447,3,1,88.62,1,69.32
USR08652,John Brown,Marketing,Senior Developer,2026-01-11,85,2,8,119,1024,121,191,712,81,15,6,1389,214,0,7,14.72,1,74.07
USR08653,Sarah Garcia,Operations,Director,2026-01-10,174,8,1,66,507,35,62,410,93,32,2,393,299,3,1,31.62,1,71.44
USR08654,Jennifer Johnson,Executive,Associate,2026-01-09,59,3,2,39,1049,125,119,805,174,0,7,1907,311,11,3,89.32,1,58.31
USR08655,Michael Jones,Security,Coordinator,2026-01-08,50,3,2,87,70,8,5,57,131,23,36,548,481,1,0,59.93,1,48.57
USR08656,Maria Williams,IT,Specialist,2026-01-07,186,2,7,133,574,20,56,498,136,29,16,834,237,13,6,62.01,1,81.14
USR08657,John Johnson,Legal,Specialist,2026-01-06,48,3,6,51,221,28,32,161,166,17,32,1660,31,1,2,86.31,1,27.83
USR08658,Maria Rodriguez,Sales,Director,2026-01-05,234,10,5,14,961,79,189,693,18,5,1,974,474,5,3,65.07,1,67.88
USR08659,Maria Brown,Executive,Analyst,2026-01-04,168,13,6,58,609,14,101,494,42,3,1,1910,398,6,8,39.78,1,77.52
USR08660,Sarah Martinez,Marketing,Lead,2026-01-03,77,4,6,63,58,6,1,51,86,29,21,901,441,0,1,86.79,-1,50.94
USR08661,Robert Jones,Executive,Director,2026-01-02,128,9,1,117,68,2,6,60,136,16,39,1891,457,5,5,84.98,-1,73.35
USR08662,David Garcia,Operations,Lead,2026-01-01,240,11,1,9,302,31,36,235,179,28,7,1401,62,15,8,28.99,1,91.37
USR08663,David Martinez,Security,Specialist,2025-12-31,139,3,8,83,557,67,69,421,184,22,48,195,88,1,8,64.24,1,62.74
USR08664,Michael Jones,Executive,Consultant,2025-12-30,161,12,4,129,506,47,93,366,131,24,25,1183,31,0,7,79.96,1,65.74
USR08665,Lisa Jones,IT,Specialist,2025-12-29,123,0,7,144,1104,149,30,925,13,2,2,768,456,10,2,61.9,1,71.47
USR08666,Michael Smith,Legal,Director,2025-12-28,164,11,1,90,1097,17,37,1043,30,1,3,994,155,14,4,42.04,1,80.01
USR08667,Emily Johnson,HR,Director,2025-12-27,47,0,2,105,332,47,21,264,23,2,3,1765,403,1,1,54.04,-1,48.64
